itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
5327,             potion_drop,1,1,1,99,1,1,1,99
5328,          hi-potion_drop,1,1,1,99,1,1,1,99
5331,             qiqirn_mine,1,1,1,99,0,1,1,99
5332,           kabura_quiver,1,1,1,99,1,1,1,99
5333,            sleep_quiver,1,1,1,99,1,1,1,99
5334,        bln._bolt_quiver,1,1,1,99,1,1,1,99
5335,         ac._bolt_quiver,1,1,1,99,1,1,1,99
5336,        hol._bolt_quiver,1,1,1,99,1,1,1,99
5337,        slp._bolt_quiver,1,1,1,99,1,1,1,99
5338,         vn._bolt_quiver,1,1,1,99,1,1,1,99
5339,        bld._bolt_quiver,1,1,1,99,1,1,1,99
5340,        silv._bul._pouch,1,1,1,99,1,1,1,99
5341,        spar._bul._pouch,1,1,1,99,1,1,1,99
5342,        cor._bull._pouch,1,1,1,99,1,1,1,99
5350,            volant_serum,1,1,1,99,1,1,1,99
5351,           osseous_serum,1,1,1,99,1,1,1,99
5352,          spectral_serum,1,1,1,99,1,1,1,99
5353,        iron_bull._pouch,1,1,1,99,1,1,1,99
5355,            elixir_vitae,1,1,1,99,0,1,1,99
5356,          rmdy._ointment,1,1,1,99,1,1,1,99
5357,              ether_drop,1,1,1,99,1,1,1,99
5358,           hi-ether_drop,1,1,1,99,1,1,1,99
5359,        brz._bull._pouch,1,1,1,99,1,1,1,99
5360,                 muteppo,1,1,1,99,1,1,1,99
5361,             datechochin,1,1,1,99,1,1,1,99
5362,          rainbow_powder,1,1,1,99,1,1,1,99
5363,            bullet_pouch,1,1,1,99,1,1,1,99
5402,          fire_card_case,1,1,1,99,1,1,1,99
5403,           ice_card_case,1,1,1,99,1,1,1,99
5404,          wind_card_case,1,1,1,99,1,1,1,99
5405,         earth_card_case,1,1,1,99,1,1,1,99
5406,         thnd._card_case,1,1,1,99,1,1,1,99
5407,         water_card_case,1,1,1,99,1,1,1,99
5408,         light_card_case,1,1,1,99,1,1,1,99
5409,          dark_card_case,1,1,1,99,1,1,1,99
5411,             dawn_mulsum,1,1,1,99,0,1,1,99
5412,               scapegoat,1,1,1,99,0,1,1,99
5416,        stl._bull._pouch,1,1,1,99,1,1,1,99
5417,         toolbag_(sanja),1,1,1,99,1,1,1,99
5418,                tincture,1,1,1,99,1,1,1,99
5430,            viper_potion,1,1,1,99,1,1,1,99
5441,               angelwing,1,1,1,99,1,1,1,99
5444,         grauberg_greens,1,1,1,99,1,1,1,99
5446,          red_bubble-eye,1,1,1,99,1,1,1,99
5447,              denizanasi,1,1,1,99,1,1,1,99
5448,                 kalamar,1,1,1,99,1,1,1,99
5449,                   hamsi,1,1,1,99,1,1,1,99
5450,                 lakerda,1,1,1,99,0,1,1,99
5451,             kilicbaligi,1,1,1,99,0,1,1,99
5452,                 uskumru,1,1,1,99,1,1,1,99
5453,                 istakoz,1,1,1,99,1,1,1,99
5454,            mercanbaligi,1,1,1,99,1,1,1,99
5455,                 ahtapot,1,1,1,99,0,1,1,99
5456,               istiridye,1,1,1,99,1,1,1,99
5457,                     dil,1,1,1,99,1,1,1,99
5458,             yilanbaligi,1,1,1,99,1,1,1,99
5459,             sazanbaligi,1,1,1,99,1,1,1,99
5460,              kayabaligi,1,1,1,99,1,1,1,99
5461,               alabaligi,1,1,1,99,1,1,1,99
5462,            morinabaligi,1,1,1,99,0,1,1,99
5463,             yayinbaligi,1,1,1,99,0,1,1,99
5464,              kaplumbaga,1,1,1,99,1,1,1,99
5465,           caedarva_frog,1,1,1,99,1,1,1,99
5466,           trumpet_shell,1,1,1,99,1,1,1,99
5467,               megalodon,1,1,1,99,0,1,1,99
5468,                  matsya,1,1,1,99,0,1,1,99
5469,             brass_loach,1,1,1,99,1,1,1,99
5470,                pirarucu,1,1,1,99,0,1,1,99
5471,             gerrothorax,1,1,1,99,0,1,1,99
5472,                 garpike,1,1,1,99,1,1,1,99
5473,         bastore_sweeper,1,1,1,99,1,1,1,99
5474,                ca_cuong,1,1,1,99,1,1,1,99
5475,          gigant_octopus,1,1,1,99,0,1,1,99
5476,                   abaia,1,1,1,99,0,1,1,99
5477,             warrior_die,1,1,1,99,0,1,1,99
5478,                monk_die,1,1,1,99,0,1,1,99
5479,          white_mage_die,1,1,1,99,0,1,1,99
5480,          black_mage_die,1,1,1,99,0,1,1,99
5481,            red_mage_die,1,1,1,99,0,1,1,99
5482,               thief_die,1,1,1,99,0,1,1,99
5483,             paladin_die,1,1,1,99,0,1,1,99
5484,         dark_knight_die,1,1,1,99,0,1,1,99
5485,         beastmaster_die,1,1,1,99,0,1,1,99
5486,                bard_die,1,1,1,99,0,1,1,99
5487,              ranger_die,1,1,1,99,0,1,1,99
5488,             samurai_die,1,1,1,99,0,1,1,99
5489,               ninja_die,1,1,1,99,0,1,1,99
5490,             dragoon_die,1,1,1,99,0,1,1,99
5491,            summoner_die,1,1,1,99,0,1,1,99
5492,           blue_mage_die,1,1,1,99,0,1,1,99
5493,             corsair_die,1,1,1,99,0,1,1,99
5494,        puppetmaster_die,1,1,1,99,0,1,1,99
5495,              dancer_die,1,1,1,99,0,1,1,99
5496,             scholar_die,1,1,1,99,0,1,1,99
5497,             bolters_die,1,1,1,99,0,1,1,99
5498,             casters_die,1,1,1,99,0,1,1,99
5499,            coursers_die,1,1,1,99,0,1,1,99
5500,            blitzers_die,1,1,1,99,0,1,1,99
5501,          tacticians_die,1,1,1,99,0,1,1,99
5502,              allies_die,1,1,1,99,0,1,1,99
5503,              misers_die,1,1,1,99,0,1,1,99
5504,          companions_die,1,1,1,99,0,1,1,99
5505,            avengers_die,1,1,1,99,0,1,1,99
5531,           lucerewe_meat,1,1,1,99,1,1,1,99
5532,           ichinin._koma,1,1,1,99,1,1,1,99
5534,               apkallufa,1,1,1,99,0,1,1,99
5535,           deademoiselle,1,1,1,99,1,1,1,99
5536,                yorchete,1,1,1,99,1,1,1,99
5537,                   soryu,1,1,1,99,0,1,1,99
5538,                 sekiryu,1,1,1,99,0,1,1,99
5539,                 hakuryu,1,1,1,99,0,1,1,99
5540,                 kokuryu,1,1,1,99,0,1,1,99
5541,             royal_grape,1,1,1,99,1,1,1,99
5542,        gat._aux_fraises,1,1,1,99,0,1,1,99
5543,         midwinter_dream,1,1,1,99,0,1,1,99
5544,            crab_stewpot,1,1,1,99,0,1,1,99
5545,       prm._crab_stewpot,1,1,1,99,0,1,1,99
5546,       prz._crab_stewpot,1,1,1,99,0,1,1,99
5547,            beef_stewpot,1,1,1,99,0,1,1,99
5548,       prm._beef_stewpot,1,1,1,99,0,1,1,99
5549,       prz._beef_stewpot,1,1,1,99,0,1,1,99
5550,         buche_au_choco.,1,1,1,99,0,1,1,99
5551,        sylvan_excursion,1,1,1,99,0,1,1,99
5552,           black_pudding,1,1,1,99,0,1,1,99
5553,        dusky_indulgence,1,1,1,99,0,1,1,99
5554,       squirrels_delight,1,1,1,99,0,1,1,99
5555,         flurry_courante,1,1,1,99,0,1,1,99
5556,            seraphs_kiss,1,1,1,99,1,1,1,99
5557,              mont_blanc,1,1,1,99,0,1,1,99
5558,           golden_royale,1,1,1,99,0,1,1,99
5559,           mille-feuille,1,1,1,99,0,1,1,99
5560,          elysian_eclair,1,1,1,99,0,1,1,99
5562,             white_honey,1,1,1,99,1,1,1,99
5563,             orobon_meat,1,1,1,99,1,1,1,99
5564,              hydra_meat,1,1,1,99,1,1,1,99
5565,           cerberus_meat,1,1,1,99,1,1,1,99
5566,                    date,1,1,1,99,1,1,1,99
5567,              dried_date,1,1,1,99,1,1,1,99
5568,             apkallu_egg,1,1,1,99,1,1,1,99
5569,                 puk_egg,1,1,1,99,1,1,1,99
5570,                    chai,1,1,1,99,0,1,1,99
5571,            karakul_meat,1,1,1,99,1,1,1,99
5572,           irmik_helvasi,1,1,1,99,0,1,1,99
5573,        irmik_helvasi_+1,1,1,1,99,0,1,1,99
5574,           dried_date_+1,1,1,1,99,1,1,1,99
5575,                  yogurt,1,1,1,99,1,1,1,99
5576,                   ayran,1,1,1,99,0,1,1,99
5577,                  sutlac,1,1,1,99,0,1,1,99
5578,               sutlac_+1,1,1,1,99,0,1,1,99
5579,           yayla_corbasi,1,1,1,99,0,1,1,99
5580,        yayla_corbasi_+1,1,1,1,99,0,1,1,99
5581,                ziz_meat,1,1,1,99,1,1,1,99
5582,         patlican_salata,1,1,1,99,0,1,1,99
5583,      patlican_salata_+1,1,1,1,99,0,1,1,99
5584,                ic_pilav,1,1,1,99,0,1,1,99
5585,             ic_pilav_+1,1,1,1,99,0,1,1,99
5586,                 menemen,1,1,1,99,0,1,1,99
5587,              menemen_+1,1,1,1,99,0,1,1,99
5588,             karni_yarik,1,1,1,99,1,1,1,99
5589,          karni_yarik_+1,1,1,1,99,1,1,1,99
5590,          balik_sandvici,1,1,1,99,1,1,1,99
5591,        blk._sandvici_+1,1,1,1,99,1,1,1,99
5592,         imperial_coffee,1,1,1,99,0,1,1,99
5593,      imperial_coffee_+1,1,1,1,99,0,1,1,99
5594,                 chai_+1,1,1,1,99,0,1,1,99
5595,            nashmau_stew,1,1,1,99,0,1,1,99
5596,                   simit,1,1,1,99,1,1,1,99
5597,                simit_+1,1,1,1,99,1,1,1,99
5598,              sis_kebabi,1,1,1,99,1,1,1,99
5599,           sis_kebabi_+1,1,1,1,99,1,1,1,99
5600,               balik_sis,1,1,1,99,1,1,1,99
5601,            balik_sis_+1,1,1,1,99,1,1,1,99
5602,             hydra_kofte,1,1,1,99,0,1,1,99
5603,          hydra_kofte_+1,1,1,1,99,0,1,1,99
5604,       el._pachira_fruit,1,1,1,99,1,1,1,99
5605,           sharug_greens,1,1,1,99,1,1,1,99
5606,           azouph_greens,1,1,1,99,1,1,1,99
5607,             vomp_carrot,1,1,1,99,1,1,1,99
5608,           zegham_carrot,1,1,1,99,1,1,1,99
5609,               hellsteak,1,1,1,99,0,1,1,99
5610,            hellsteak_+1,1,1,1,99,0,1,1,99
5611,          angler_stewpot,1,1,1,99,0,1,1,99
5612,       prm._ang._stewpot,1,1,1,99,0,1,1,99
5613,       prz._ang._stewpot,1,1,1,99,0,1,1,99
5614,            konigskuchen,1,1,1,99,0,1,1,99
5615,              uberkuchen,1,1,1,99,0,1,1,99
5616,         lebkuchen_house,1,1,1,99,0,1,1,99
5617,         lebkuchen_manse,1,1,1,99,0,1,1,99
5618,                    zoni,1,1,1,99,0,1,1,99
5619,              zesty_zoni,1,1,1,99,0,1,1,99
5623,             tonno_rosso,1,1,1,99,1,1,1,99
5624,          tonno_rosso_+1,1,1,1,99,1,1,1,99
5625,              maple_cake,1,1,1,99,0,1,1,99
5626,           silken_siesta,1,1,1,99,0,1,1,99
5627,             yogurt_cake,1,1,1,99,0,1,1,99
5628,            silken_smile,1,1,1,99,0,1,1,99
5629,             orange_cake,1,1,1,99,0,1,1,99
5630,          silken_squeeze,1,1,1,99,0,1,1,99
5631,            pumpkin_cake,1,1,1,99,0,1,1,99
5632,             silken_sash,1,1,1,99,0,1,1,99
5633,          chocolate_cake,1,1,1,99,0,1,1,99
5634,           silken_spirit,1,1,1,99,0,1,1,99
5635,          shrimp_cracker,1,1,1,99,1,1,1,99
5636,         shr._cracker_+1,1,1,1,99,1,1,1,99
5637,                  pogaca,1,1,1,99,1,1,1,99
5638,               pogaca_+1,1,1,1,99,1,1,1,99
5642,                  cilbir,1,1,1,99,0,1,1,99
5643,        cibarious_cilbir,1,1,1,99,0,1,1,99
5644,              jack-o-pie,1,1,1,99,1,1,1,99
5645,            witch_nougat,1,1,1,99,1,1,1,99
5646,          bld._chocolate,1,1,1,99,1,1,1,99
5647,               lik_kabob,1,1,1,99,1,1,1,99
5648,             grilled_lik,1,1,1,99,1,1,1,99
5649,          roasted_almond,1,1,1,99,1,1,1,99
5650,                 nopales,1,1,1,99,1,1,1,99
5651,                 burdock,1,1,1,99,1,1,1,99
5652,                 anchovy,1,1,1,99,1,1,1,99
5653,           cherry_muffin,1,1,1,99,1,1,1,99
5654,        cherry_muffin_+1,1,1,1,99,1,1,1,99
5655,           coffee_muffin,1,1,1,99,1,1,1,99
5656,         coff._muffin_+1,1,1,1,99,1,1,1,99
5657,            army_biscuit,1,1,1,99,1,1,1,99
5658,                ortolana,1,1,1,99,1,1,1,99
5659,             ortolana_+1,1,1,1,99,1,1,1,99
5660,               pepperoni,1,1,1,99,1,1,1,99
5661,                  walnut,1,1,1,99,1,1,1,99
5662,            dragon_fruit,1,1,1,99,1,1,1,99
5663,            salmon_sushi,1,1,1,99,1,1,1,99
5664,         salmon_sushi_+1,1,1,1,99,1,1,1,99
5665,               fin_sushi,1,1,1,99,1,1,1,99
5666,            fin_sushi_+1,1,1,1,99,1,1,1,99
5667,               lynx_meat,1,1,1,99,1,1,1,99
5668,          smilodon_liver,1,1,1,99,1,1,1,99
5669,              loach_slop,1,1,1,99,0,1,1,99
5670,             loach_gruel,1,1,1,99,0,1,1,99
5671,              loach_soup,1,1,1,99,0,1,1,99
5672,             dried_berry,1,1,1,99,1,1,1,99
5673,                  rolsin,1,1,1,99,1,1,1,99
5676,          mushroom_saute,1,1,1,99,0,1,1,99
5677,         patriarch_saute,1,1,1,99,0,1,1,99
5678,          mushroom_salad,1,1,1,99,0,1,1,99
5679,         cathedral_salad,1,1,1,99,0,1,1,99
5680,                agaricus,1,1,1,99,1,1,1,99
5681,         cupid_chocolate,1,1,1,99,0,1,1,99
5682,         purple_polypore,1,1,1,99,1,1,1,99
5683,           humpty_dumpty,1,1,1,99,0,1,1,99
5684,            chalaimbille,1,1,1,99,1,1,1,99
5685,              rabbit_pie,1,1,1,99,1,1,1,99
5686,         cheese_sandwich,1,1,1,99,1,1,1,99
5687,         cheese_sand._+1,1,1,1,99,1,1,1,99
5688,         graubg._lettuce,1,1,1,99,1,1,1,99
5689,                meatloaf,1,1,1,99,0,1,1,99
5690,             meatloaf_+1,1,1,1,99,0,1,1,99
5691,            shrimp_sushi,1,1,1,99,1,1,1,99
5692,         shrimp_sushi_+1,1,1,1,99,1,1,1,99
5693,           octopus_sushi,1,1,1,99,1,1,1,99
5694,        octopus_sushi_+1,1,1,1,99,1,1,1,99
5695,        margherita_pizza,1,1,1,99,0,1,1,99
5696,          marg._pizza_+1,1,1,1,99,0,1,1,99
5697,         pepperoni_pizza,1,1,1,99,0,1,1,99
5698,          pepp._pizza_+1,1,1,1,99,0,1,1,99
5699,           anchovy_pizza,1,1,1,99,0,1,1,99
5700,          anch._pizza_+1,1,1,1,99,0,1,1,99
5701,           nopales_salad,1,1,1,99,0,1,1,99
5702,        nopales_salad_+1,1,1,1,99,0,1,1,99
5703,         uleguerand_milk,1,1,1,99,1,1,1,99
5714,              pearlscale,1,1,1,99,0,1,1,99
5715,            calico_comet,1,1,1,99,0,1,1,99
5718,              cream_puff,1,1,1,99,1,1,1,99
5719,                marinara,1,1,1,99,1,1,1,99
5720,             marinara_+1,1,1,1,99,1,1,1,99
5721,              crab_sushi,1,1,1,99,1,1,1,99
5722,           crab_sushi_+1,1,1,1,99,1,1,1,99
5724,          pungent_powder,1,1,1,99,1,1,1,99
5725,            goshikitenge,1,1,1,99,1,1,1,99
5726,                zucchini,1,1,1,99,1,1,1,99
5727,               zaru_soba,1,1,1,99,1,1,1,99
5728,            zaru_soba_+1,1,1,1,99,1,1,1,99
5729,                bavarois,1,1,1,99,0,1,1,99
5730,             bavarois_+1,1,1,1,99,0,1,1,99
5731,             ratatouille,1,1,1,99,0,1,1,99
5732,          ratatouille_+1,1,1,1,99,0,1,1,99
5734,         toolbag_(soshi),1,1,1,99,1,1,1,99
5737,             salted_hare,1,1,1,99,0,1,1,99
5738,            sweet_lizard,1,1,1,99,0,1,1,99
5739,             honeyed_egg,1,1,1,99,0,1,1,99
5740,                 paprika,1,1,1,99,1,1,1,99
5743,          marinara_pizza,1,1,1,99,0,1,1,99
5744,       marinara_pizza_+1,1,1,1,99,0,1,1,99
5745,         cherry_bavarois,1,1,1,99,0,1,1,99
5746,      cherry_bavarois_+1,1,1,1,99,0,1,1,99
5747,          marinara_sauce,1,1,1,99,1,1,1,99
5750,                 goulash,1,1,1,99,0,1,1,99
5751,              goulash_+1,1,1,1,99,0,1,1,99
5752,              pot-au-feu,1,1,1,99,1,1,1,99
5753,           pot-au-feu_+1,1,1,1,99,1,1,1,99
5755,             ruszor_meat,1,1,1,99,1,1,1,99
5756,         green_curry_bun,1,1,1,99,1,1,1,99
5757,          ylw._curry_bun,1,1,1,99,1,1,1,99
5758,         black_curry_bun,1,1,1,99,1,1,1,99
5759,           red_curry_bun,1,1,1,99,1,1,1,99
5760,            kohlrouladen,1,1,1,99,0,1,1,99
5761,         kohlrouladen_+1,1,1,1,99,0,1,1,99
5762,         g._curry_bun_+1,1,1,1,99,1,1,1,99
5763,         y._curry_bun_+1,1,1,1,99,1,1,1,99
5764,         b._curry_bun_+1,1,1,1,99,1,1,1,99
5765,         r._curry_bun_+1,1,1,1,99,1,1,1,99
5766,            butter_crepe,1,1,1,99,1,1,1,99
5767,            crepe_delice,1,1,1,99,1,1,1,99
5769,                  popper,1,1,1,99,1,1,1,99
5770,          super_reraiser,1,1,1,99,0,1,1,99
5771,         ham_&_ch._crepe,1,1,1,99,1,1,1,99
5772,          crepe_paysanne,1,1,1,99,1,1,1,99
5773,          mushroom_crepe,1,1,1,99,1,1,1,99
5774,        crepe_forestiere,1,1,1,99,1,1,1,99
5775,         chocolate_crepe,1,1,1,99,1,1,1,99
5776,           crepe_caprice,1,1,1,99,1,1,1,99
5777,              pear_crepe,1,1,1,99,1,1,1,99
5778,         crepe_b._helene,1,1,1,99,1,1,1,99
5779,          cherry_macaron,1,1,1,99,1,1,1,99
5780,          coffee_macaron,1,1,1,99,1,1,1,99
5781,          kitron_macaron,1,1,1,99,1,1,1,99
5782,              sugar_rusk,1,1,1,99,1,1,1,99
5783,          chocolate_rusk,1,1,1,99,1,1,1,99
5784,            coconut_rusk,1,1,1,99,1,1,1,99
5812,                blowfish,1,1,1,99,1,1,1,99
5813,              dorado_gar,1,1,1,99,0,1,1,99
5814,              crocodilos,1,1,1,99,0,1,1,99
5815,                pelazoea,1,1,1,99,0,1,1,99
5816,              king_perch,1,1,1,99,0,1,1,99
5817,             tiger_shark,1,1,1,99,0,1,1,99
5818,             aurora_bass,1,1,1,99,1,1,1,99
5819,          antlion_quiver,1,1,1,99,1,1,1,99
5820,        dkl._bolt_quiver,1,1,1,99,1,1,1,99
5821,        fsn._bolt_quiver,1,1,1,99,1,1,1,99
5822,         dwm._bul._pouch,1,1,1,99,1,1,1,99
5823,        obr._bull._pouch,1,1,1,99,1,1,1,99
5859,         glk._sausage_+1,1,1,1,99,1,1,1,99
5860,         glk._sausage_+2,1,1,1,99,1,1,1,99
5861,         glk._sausage_+3,1,1,1,99,1,1,1,99
5862,         glk._sausage_-1,1,1,1,99,1,1,1,99
5863,         toolbg._(kaben),1,1,1,99,1,1,1,99
5864,         toolbag_(jinko),1,1,1,99,1,1,1,99
5865,         toolbag_(ryuno),1,1,1,99,1,1,1,99
5866,          toolbag_(moku),1,1,1,99,1,1,1,99
5867,           toolbag_(ino),1,1,1,99,1,1,1,99
5868,         toolbag_(shika),1,1,1,99,1,1,1,99
5869,           toolbag_(cho),1,1,1,99,1,1,1,99
5870,         trump_card_case,1,1,1,99,1,1,1,99
5871,           ruszor_quiver,1,1,1,99,1,1,1,99
5872,        d.a._bolt_quiver,1,1,1,99,1,1,1,99
5873,        d.a._bull._pouch,1,1,1,99,1,1,1,99
5881,           shisai_kaboku,1,1,1,99,1,1,1,99
5882,            marine_bliss,1,1,1,99,1,1,1,99
5883,            falling_star,1,1,1,99,1,1,1,99
5884,               rengedama,1,1,1,99,1,1,1,99
5885,                 saltena,1,1,1,99,1,1,1,99
5886,                 elshena,1,1,1,99,1,1,1,99
5887,                montagna,1,1,1,99,1,1,1,99
5888,                maringna,1,1,1,99,1,1,1,99
5889,          stuffed_pitaru,1,1,1,99,1,1,1,99
5890,          poultry_pitaru,1,1,1,99,1,1,1,99
5891,          seafood_pitaru,1,1,1,99,1,1,1,99
5892,           b.e.w._pitaru,1,1,1,99,1,1,1,99
5907,            winterflower,1,1,1,99,1,1,1,99
5908,              butterpear,1,1,1,99,1,1,1,99
5912,          gargou._quiver,1,1,1,99,1,1,1,99
5913,          a._bolt_quiver,1,1,1,99,1,1,1,99
5914,          o._bull._pouch,1,1,1,99,1,1,1,99
5915,          a._bull._pouch,1,1,1,99,1,1,1,99
5922,           walnut_cookie,1,1,1,99,1,1,1,99
5923,           juglan_jumble,1,1,1,99,1,1,1,99
5924,         s._salis._steak,1,1,1,99,0,1,1,99
5925,         c._salis._steak,1,1,1,99,0,1,1,99
5926,                date_tea,1,1,1,99,0,1,1,99
5927,             caravan_tea,1,1,1,99,0,1,1,99
5928,        himesama_r._ball,1,1,1,99,1,1,1,99
5929,           ojo_rice_ball,1,1,1,99,1,1,1,99
5930,          sprightly_soup,1,1,1,99,0,1,1,99
5931,             shimmy_soup,1,1,1,99,0,1,1,99
5932,            kitron_juice,1,1,1,99,0,1,1,99
5933,        d._fruit_au_lait,1,1,1,99,0,1,1,99
5934,            chocobiscuit,1,1,1,99,1,1,1,99
5935,                 moogurt,1,1,1,99,1,1,1,99
5936,             mog_missile,1,1,1,99,1,1,1,99
5937,           bubble_breeze,1,1,1,99,1,1,1,99
5940,            trail_cookie,1,1,1,99,1,1,1,99
5941,          campfire_choco,1,1,1,99,1,1,1,99
5942,           cascade_candy,1,1,1,99,1,1,1,99
5943,         smoked_mackerel,1,1,1,99,1,1,1,99
5944,           frontier_soda,1,1,1,99,0,1,1,99
5945,            prize_powder,1,1,1,99,1,1,1,99
5948,             black_prawn,1,1,1,99,1,1,1,99
5949,                  mussel,1,1,1,99,1,1,1,99
5950,                mackerel,1,1,1,99,1,1,1,99
5951,             bloodblotch,1,1,1,99,0,1,1,99
5952,             ruddy_seema,1,1,1,99,1,1,1,99
5953,         dragonfly_trout,1,1,1,99,1,1,1,99
5954,                barnacle,1,1,1,99,1,1,1,99
5955,         yawning_catfish,1,1,1,99,0,1,1,99
5957,               shockfish,1,1,1,99,1,1,1,99
5959,              dragonfish,1,1,1,99,1,1,1,99
5960,         ulbukan_lobster,1,1,1,99,1,1,1,99
5961,             contortopus,1,1,1,99,1,1,1,99
5962,             contortacle,1,1,1,99,1,1,1,99
5963,          senroh_sardine,1,1,1,99,1,1,1,99
5964,             felicifruit,1,1,1,99,1,1,1,99
5965,               isleracea,1,1,1,99,1,1,1,99
5966,               ulbuconut,1,1,1,99,1,1,1,99
5967,             verboshroom,1,1,1,99,1,1,1,99
5968,          seafood_paella,1,1,1,99,0,1,1,99
5969,        piscators_paella,1,1,1,99,0,1,1,99
5970,         mushroom_paella,1,1,1,99,0,1,1,99
5971,         mush._paella_+1,1,1,1,99,0,1,1,99
5972,             beef_paella,1,1,1,99,0,1,1,99
5973,          beef_paella_+1,1,1,1,99,0,1,1,99
5974,         barnacle_paella,1,1,1,99,0,1,1,99
5975,         flapanos_paella,1,1,1,99,0,1,1,99
5976,          ulbuconut_milk,1,1,1,99,0,1,1,99
5977,       ulbuconut_milk_+1,1,1,1,99,0,1,1,99
5978,     felicifruit_gelatin,1,1,1,99,0,1,1,99
5979,       dulcet_panettones,1,1,1,99,0,1,1,99
5980,        boiled_barnacles,1,1,1,99,1,1,1,99
5981,       bld._barnacles_+1,1,1,1,99,1,1,1,99
5982,           senroh_skewer,1,1,1,99,1,1,1,99
5983,        piscators_skewer,1,1,1,99,1,1,1,99
5984,                gnatbane,1,1,1,99,1,1,1,99
5985,                 hemlock,1,1,1,99,1,1,1,99
5993,             senroh_frog,1,1,1,99,1,1,1,99
5995,         malicious_perch,1,1,1,99,0,1,1,99
5997,                    shen,1,1,1,99,0,1,1,99
5998,         adoulinian_soup,1,1,1,99,0,1,1,99
5999,      adoulinian_soup_+1,1,1,1,99,0,1,1,99
6001,          clotflagration,1,1,1,99,1,1,1,99
6009,             mog_pudding,1,1,1,99,1,1,1,99
6010,          sakura_biscuit,1,1,1,99,1,1,1,99
6011,         c._ygg._shard_i,1,1,1,99,0,1,1,99
6012,        c._ygg._shard_ii,1,1,1,99,0,1,1,99
6013,       c._ygg._shard_iii,1,1,1,99,0,1,1,99
6014,        c._ygg._shard_iv,1,1,1,99,0,1,1,99
6015,         c._ygg._shard_v,1,1,1,99,0,1,1,99
6016,         z._ygg._shard_i,1,1,1,99,0,1,1,99
6017,        z._ygg._shard_ii,1,1,1,99,0,1,1,99
6018,       z._ygg._shard_iii,1,1,1,99,0,1,1,99
6019,        z._ygg._shard_iv,1,1,1,99,0,1,1,99
6020,         z._ygg._shard_v,1,1,1,99,0,1,1,99
6021,         a._ygg._shard_i,1,1,1,99,0,1,1,99
6022,        a._ygg._shard_ii,1,1,1,99,0,1,1,99
6023,       a._ygg._shard_iii,1,1,1,99,0,1,1,99
6024,        a._ygg._shard_iv,1,1,1,99,0,1,1,99
6025,         a._ygg._shard_v,1,1,1,99,0,1,1,99
6026,         celadon_yggzi_i,1,1,1,99,0,1,1,99
6027,        celadon_yggzi_ii,1,1,1,99,0,1,1,99
6028,       celadon_yggzi_iii,1,1,1,99,0,1,1,99
6029,        celadon_yggzi_iv,1,1,1,99,0,1,1,99
6030,         celadon_yggzi_v,1,1,1,99,0,1,1,99
6031,          zaffre_yggzi_i,1,1,1,99,0,1,1,99
6032,         zaffre_yggzi_ii,1,1,1,99,0,1,1,99
6033,        zaffre_yggzi_iii,1,1,1,99,0,1,1,99
6034,         zaffre_yggzi_iv,1,1,1,99,0,1,1,99
6035,          zaffre_yggzi_v,1,1,1,99,0,1,1,99
6036,        alizarin_yggzi_i,1,1,1,99,0,1,1,99
6037,       alizarin_yggzi_ii,1,1,1,99,0,1,1,99
6038,      alizarin_yggzi_iii,1,1,1,99,0,1,1,99
6039,       alizarin_yggzi_iv,1,1,1,99,0,1,1,99
6040,        alizarin_yggzi_v,1,1,1,99,0,1,1,99
6041,               pyrohelix,1,1,1,99,0,1,1,99
6042,              hydrohelix,1,1,1,99,0,1,1,99
6043,               ionohelix,1,1,1,99,0,1,1,99
6044,               cryohelix,1,1,1,99,0,1,1,99
6045,                geohelix,1,1,1,99,0,1,1,99
6046,              anemohelix,1,1,1,99,0,1,1,99
6047,             luminohelix,1,1,1,99,0,1,1,99
6048,              noctohelix,1,1,1,99,0,1,1,99
6049,               firestorm,1,1,1,99,0,1,1,99
6050,               rainstorm,1,1,1,99,0,1,1,99
6051,            thunderstorm,1,1,1,99,0,1,1,99
6052,               hailstorm,1,1,1,99,0,1,1,99
6053,               sandstorm,1,1,1,99,0,1,1,99
6054,               windstorm,1,1,1,99,0,1,1,99
6055,             aurorastorm,1,1,1,99,0,1,1,99
6056,               voidstorm,1,1,1,99,0,1,1,99
6059,            animus_augeo,1,1,1,99,0,1,1,99
6060,            animus_minuo,1,1,1,99,0,1,1,99
6061,               adloquium,1,1,1,99,0,1,1,99
6063,           fruit_parfait,1,1,1,99,0,1,1,99
6064,            queens_crown,1,1,1,99,0,1,1,99
6068,           gabbrath_meat,1,1,1,99,1,1,1,99
6069,           riverfin_soup,1,1,1,99,0,1,1,99
6070,           oceanfin_soup,1,1,1,99,0,1,1,99
6071,             magma_steak,1,1,1,99,0,1,1,99
6072,          magma_steak_+1,1,1,1,99,0,1,1,99
6073,              indi-regen,1,1,1,99,0,1,1,99
6074,             indi-poison,1,1,1,99,0,1,1,99
6075,            indi-refresh,1,1,1,99,0,1,1,99
6076,                indi-str,1,1,1,99,0,1,1,99
6077,                indi-dex,1,1,1,99,0,1,1,99
6078,                indi-vit,1,1,1,99,0,1,1,99
6079,                indi-agi,1,1,1,99,0,1,1,99
6080,                indi-int,1,1,1,99,0,1,1,99
